District,Major_Schemes_Sown,Minor_Schemes_Sown,Rainfed_Sown,All_Schemes_Sown,Major_Schemes_Harvested,Minor_Schemes_Harvested,Rainfed_Harvested,All_Schemes_Harvested,Major_Schemes_Yield,Minor_Schemes_Yield,Rainfed_Yield,Average_Yield,Nett_Extent_Harvested,Total_Production,Source_File,Season,Year
NUWARAELIYA,851.0,3825.0,29.0,4705.0,851.0,3824.0,29.0,4704.0,4034.0,3276.0,3978.0,3417.0,2651.0,9058.0,2017-2018 Maha.csv,Maha,2017-2018
GALLE,201.0,2126.0,8448.0,10775.0,201.0,2126.0,8398.0,10725.0,3319.0,2458.0,3111.0,2986.0,8393.0,25059.0,2017-2018 Maha.csv,Maha,2017-2018
MATARA,4091.0,3233.0,6164.0,13488.0,4087.0,3210.0,6150.0,13447.0,4152.0,3617.0,3678.0,3808.0,10617.0,40425.0,2017-2018 Maha.csv,Maha,2017-2018
HAMBANTOTA,27585.0,5851.0,1259.0,34695.0,27585.0,5851.0,1259.0,34695.0,5956.0,5479.0,3115.0,5773.0,30313.0,174989.0,2017-2018 Maha.csv,Maha,2017-2018
JAFFNA,0.0,0.0,10424.0,10424.0,0.0,0.0,8964.0,8964.0,0.0,0.0,2055.0,2055.0,7955.0,16345.0,2017-2018 Maha.csv,Maha,2017-2018
MANNAR,15368.0,3958.0,79.0,19405.0,14512.0,3665.0,48.0,18225.0,4722.0,3565.0,3544.0,4487.0,17401.0,78071.0,2017-2018 Maha.csv,Maha,2017-2018
VAVUNIYA,2491.0,8588.0,1826.0,12905.0,2412.0,5941.0,450.0,8803.0,4396.0,4133.0,4488.0,4223.0,8305.0,35071.0,2017-2018 Maha.csv,Maha,2017-2018
MULATIVU,7902.0,4757.0,7126.0,19785.0,6560.0,3809.0,4342.0,14711.0,4643.0,3406.0,3425.0,3963.0,13879.0,55005.0,2017-2018 Maha.csv,Maha,2017-2018
KILLINOCHCHI,11418.0,553.0,14789.0,26760.0,11407.0,553.0,12508.0,24468.0,4536.0,4566.0,3903.0,4213.0,21713.0,91484.0,2017-2018 Maha.csv,Maha,2017-2018
BATTICALOA,22656.0,3625.0,38515.0,64796.0,22656.0,3625.0,38515.0,64796.0,3838.0,3062.0,2670.0,3100.0,57189.0,177289.0,2017-2018 Maha.csv,Maha,2017-2018
AMPARA,61028.0,4582.0,15683.0,81293.0,60974.0,4392.0,10958.0,76324.0,4803.0,3296.0,3730.0,4562.0,72943.0,332767.0,2017-2018 Maha.csv,Maha,2017-2018
TRINCOMALEE,20463.0,8040.0,10449.0,38952.0,20463.0,7626.0,9918.0,38007.0,4895.0,3104.0,3162.0,4083.0,35308.0,144171.0,2017-2018 Maha.csv,Maha,2017-2018
KURUNEGALA,11791.0,16442.0,19383.0,47616.0,11691.0,13914.0,16936.0,42541.0,5324.0,4466.0,3754.0,4418.0,42541.0,187951.0,2017-2018 Maha.csv,Maha,2017-2018
PUTTALAM,2093.0,2996.0,791.0,5880.0,2051.0,2588.0,540.0,5179.0,3806.0,4517.0,3821.0,4163.0,4402.0,18322.0,2017-2018 Maha.csv,Maha,2017-2018
ANURADHAPURA,23519.0,28352.0,7687.0,59558.0,23051.0,21436.0,3214.0,47701.0,4942.0,3996.0,3416.0,4414.0,38357.0,169316.0,2017-2018 Maha.csv,Maha,2017-2018
POLONNARUWA,54997.0,7572.0,2834.0,65403.0,54515.0,7371.0,2791.0,64677.0,5055.0,3688.0,3850.0,4848.0,57214.0,277349.0,2017-2018 Maha.csv,Maha,2017-2018
BADULLA,5908.0,9628.0,4716.0,20252.0,5906.0,9600.0,4008.0,19514.0,5199.0,4114.0,3616.0,4340.0,16587.0,71989.0,2017-2018 Maha.csv,Maha,2017-2018
MONARAGALA,9104.0,10439.0,16830.0,36373.0,9086.0,10069.0,10572.0,29727.0,4984.0,4281.0,3234.0,4123.0,29131.0,120120.0,2017-2018 Maha.csv,Maha,2017-2018
RATNAPURA,2102.0,5369.0,2529.0,10000.0,2102.0,5345.0,2509.0,9956.0,4289.0,3542.0,2825.0,3519.0,8462.0,29775.0,2017-2018 Maha.csv,Maha,2017-2018
KEGALLE,0.0,1757.0,4036.0,5793.0,0.0,1744.0,3980.0,5724.0,0.0,4301.0,4403.0,4372.0,5363.0,23443.0,2017-2018 Maha.csv,Maha,2017-2018
UDA_WALAWE,10492.0,0.0,0.0,10492.0,10492.0,0.0,0.0,10492.0,6355.0,0.0,0.0,6355.0,10282.0,65345.0,2017-2018 Maha.csv,Maha,2017-2018
MAHAWELI,15011.0,0.0,0.0,15011.0,15002.0,0.0,0.0,15002.0,5645.0,0.0,0.0,5645.0,13454.0,75949.0,2017-2018 Maha.csv,Maha,2017-2018
COLOMBO,130.0,202.0,843.0,1175.0,130.0,202.0,842.0,1174.0,2724.0,3481.0,3289.0,3259.0,997.0,3250.0,2018 Yala.csv,Yala,2018
GAMPAHA,1383.0,2102.0,2678.0,6163.0,1244.0,2004.0,2518.0,5766.0,3193.0,2532.0,3759.0,3210.0,4901.0,15735.0,2018 Yala.csv,Yala,2018
KALUTARA,96.0,891.0,5191.0,6178.0,96.0,887.0,5125.0,6108.0,3271.0,3098.0,3019.0,3034.0,5634.0,17096.0,2018 Yala.csv,Yala,2018
KANDY,2214.0,2666.0,1509.0,6389.0,2213.0,2630.0,1489.0,6332.0,5247.0,3672.0,3564.0,4197.0,5007.0,21014.0,2018 Yala.csv,Yala,2018
MATALE,3760.0,3591.0,616.0,7967.0,3753.0,3458.0,502.0,7713.0,4788.0,4510.0,3209.0,4561.0,6936.0,31633.0,2018 Yala.csv,Yala,2018
NUWARAELIYA,488.0,2027.0,7.0,2522.0,487.0,2012.0,6.0,2505.0,4317.0,3977.0,3007.0,4041.0,1411.0,5703.0,2018 Yala.csv,Yala,2018
GALLE,6.0,767.0,3172.0,3945.0,6.0,766.0,3172.0,3944.0,2708.0,3275.0,3188.0,3204.0,3087.0,9893.0,2018 Yala.csv,Yala,2018
MATARA,3996.0,2972.0,5255.0,12223.0,3965.0,2945.0,5152.0,12062.0,4717.0,3399.0,3478.0,3866.0,9523.0,36814.0,2018 Yala.csv,Yala,2018
HAMBANTOTA,18959.0,4632.0,1180.0,24771.0,18919.0,4596.0,1180.0,24695.0,6735.0,5113.0,2948.0,6252.0,21577.0,134904.0,2018 Yala.csv,Yala,2018
JAFFNA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018 Yala.csv,Yala,2018
MANNAR,479.0,0.0,0.0,479.0,479.0,0.0,0.0,479.0,4777.0,0.0,0.0,4777.0,457.0,2185.0,2018 Yala.csv,Yala,2018
VAVUNIYA,293.0,157.0,0.0,450.0,283.0,126.0,0.0,409.0,4045.0,3994.0,0.0,4029.0,386.0,1557.0,2018 Yala.csv,Yala,2018
MULATIVU,1235.0,400.0,0.0,1635.0,1235.0,400.0,0.0,1635.0,4116.0,4257.0,0.0,4151.0,1543.0,6403.0,2018 Yala.csv,Yala,2018
KILLINOCHCHI,948.0,0.0,0.0,948.0,948.0,0.0,0.0,948.0,4773.0,0.0,0.0,4773.0,841.0,4016.0,2018 Yala.csv,Yala,2018
BATTICALOA,19159.0,4498.0,1998.0,25655.0,19159.0,4498.0,1998.0,25655.0,4338.0,3555.0,3099.0,4104.0,22643.0,92926.0,2018 Yala.csv,Yala,2018
AMPARA,41981.0,1912.0,369.0,44262.0,39658.0,1900.0,369.0,41927.0,4878.0,4256.0,3769.0,4840.0,40070.0,193924.0,2018 Yala.csv,Yala,2018
TRINCOMALEE,17291.0,3054.0,8.0,20353.0,17291.0,3054.0,8.0,20353.0,5100.0,4399.0,3259.0,4994.0,18909.0,94434.0,2018 Yala.csv,Yala,2018
KURUNEGALA,11239.0,21515.0,17507.0,50261.0,10916.0,19355.0,16559.0,46830.0,5208.0,3663.0,3311.0,3899.0,46830.0,182575.0,2018 Yala.csv,Yala,2018
PUTTALAM,5352.0,6870.0,779.0,13001.0,5182.0,6234.0,665.0,12081.0,4634.0,4504.0,3848.0,4524.0,10269.0,46454.0,2018 Yala.csv,Yala,2018
ANURADHAPURA,15434.0,5666.0,141.0,21241.0,15213.0,4916.0,121.0,20250.0,5696.0,3957.0,3831.0,5262.0,16283.0,85691.0,2018 Yala.csv,Yala,2018
POLONNARUWA,55651.0,5907.0,1.0,61559.0,54192.0,5672.0,1.0,59865.0,5080.0,4974.0,3777.0,5070.0,52957.0,268472.0,2018 Yala.csv,Yala,2018
BADULLA,7364.0,3414.0,32.0,10810.0,7364.0,3403.0,32.0,10799.0,4953.0,4078.0,3395.0,4673.0,9179.0,42893.0,2018 Yala.csv,Yala,2018
MONARAGALA,6044.0,6065.0,711.0,12820.0,5901.0,6009.0,668.0,12578.0,3872.0,3678.0,2070.0,3684.0,12326.0,45405.0,2018 Yala.csv,Yala,2018
RATNAPURA,2040.0,4163.0,1090.0,7293.0,2040.0,4146.0,1079.0,7265.0,4393.0,4107.0,3130.0,4042.0,6176.0,24963.0,2018 Yala.csv,Yala,2018
KEGALLE,0.0,1387.0,3276.0,4663.0,0.0,1377.0,3245.0,4622.0,0.0,3267.0,3063.0,3124.0,4330.0,13527.0,2018 Yala.csv,Yala,2018
UDA_WALAWE,10518.0,0.0,0.0,10518.0,10518.0,0.0,0.0,10518.0,6560.0,0.0,0.0,6560.0,10307.0,67617.0,2018 Yala.csv,Yala,2018
MAHAWELI_H,16482.0,0.0,0.0,16482.0,16453.0,0.0,0.0,16453.0,5681.0,0.0,0.0,5681.0,14755.0,83821.0,2018 Yala.csv,Yala,2018
COLOMBO,306.0,718.0,2208.0,3232.0,306.0,718.0,2208.0,3232.0,3899.0,3576.0,3433.0,3509.0,2747.0,9638.0,2018-2019 Maha.csv,Maha,2018-2019
GAMPAHA,1589.0,3378.0,5377.0,10344.0,1577.0,3278.0,5236.0,10091.0,3401.0,3681.0,3835.0,3717.0,8577.0,31882.0,2018-2019 Maha.csv,Maha,2018-2019
KALUTARA,115.0,1347.0,8835.0,10297.0,115.0,1346.0,8831.0,10292.0,3842.0,3546.0,3654.0,3642.0,9494.0,34573.0,2018-2019 Maha.csv,Maha,2018-2019
KANDY,4244.0,4805.0,2063.0,11112.0,4244.0,4779.0,2049.0,11072.0,5218.0,3640.0,3880.0,4289.0,8755.0,37554.0,2018-2019 Maha.csv,Maha,2018-2019
MATALE,7195.0,7604.0,4316.0,19115.0,7192.0,7521.0,4134.0,18847.0,5666.0,5301.0,4477.0,5260.0,16950.0,89147.0,2018-2019 Maha.csv,Maha,2018-2019
NUWARAELIYA,843.0,3799.0,18.0,4660.0,843.0,3799.0,18.0,4660.0,4601.0,5090.0,4231.0,4998.0,2626.0,13124.0,2018-2019 Maha.csv,Maha,2018-2019
GALLE,197.0,1509.0,6607.0,8313.0,196.0,1509.0,6603.0,8308.0,4050.0,2751.0,3336.0,3247.0,6502.0,21112.0,2018-2019 Maha.csv,Maha,2018-2019
MATARA,4078.0,3071.0,5801.0,12950.0,4005.0,3058.0,5738.0,12801.0,4602.0,4019.0,3927.0,4160.0,10106.0,42043.0,2018-2019 Maha.csv,Maha,2018-2019
HAMBANTOTA,27269.0,5637.0,1258.0,34164.0,27269.0,5614.0,1258.0,34141.0,6804.0,6210.0,4507.0,6622.0,29829.0,197527.0,2018-2019 Maha.csv,Maha,2018-2019
JAFFNA,0.0,0.0,10588.0,10588.0,0.0,0.0,10171.0,10171.0,0.0,0.0,4224.0,4224.0,9026.0,38123.0,2018-2019 Maha.csv,Maha,2018-2019
MANNAR,15281.0,3907.0,79.0,19267.0,15281.0,3907.0,79.0,19267.0,5115.0,5128.0,3828.0,5112.0,18396.0,94045.0,2018-2019 Maha.csv,Maha,2018-2019
VAVUNIYA,4376.0,12326.0,2505.0,19207.0,4362.0,11560.0,2374.0,18296.0,5583.0,5683.0,5180.0,5594.0,17262.0,96567.0,2018-2019 Maha.csv,Maha,2018-2019
MULATIVU,6954.0,4242.0,5421.0,16617.0,5210.0,2907.0,2861.0,10978.0,5121.0,5287.0,4162.0,4915.0,10357.0,50907.0,2018-2019 Maha.csv,Maha,2018-2019
KILLINOCHCHI,11418.0,553.0,14794.0,26765.0,11258.0,521.0,14389.0,26168.0,4457.0,3866.0,2917.0,3599.0,23221.0,83563.0,2018-2019 Maha.csv,Maha,2018-2019
BATTICALOA,24554.0,3841.0,38819.0,67214.0,24554.0,3841.0,38819.0,67214.0,3450.0,3474.0,3025.0,3206.0,59323.0,190167.0,2018-2019 Maha.csv,Maha,2018-2019
AMPARA,60032.0,4533.0,15417.0,79982.0,59903.0,4452.0,12005.0,76360.0,5248.0,4502.0,4138.0,5030.0,72976.0,367085.0,2018-2019 Maha.csv,Maha,2018-2019
TRINCOMALEE,20243.0,7642.0,10702.0,38587.0,20243.0,7642.0,10583.0,38468.0,4681.0,4351.0,3320.0,4241.0,35737.0,151555.0,2018-2019 Maha.csv,Maha,2018-2019
KURUNEGALA,17944.0,36159.0,26267.0,80370.0,17937.0,35999.0,26139.0,80075.0,5660.0,4485.0,4370.0,4711.0,80076.0,377199.0,2018-2019 Maha.csv,Maha,2018-2019
PUTTALAM,7899.0,10857.0,1925.0,20681.0,7870.0,10720.0,1803.0,20393.0,4877.0,4486.0,3891.0,4584.0,17334.0,79462.0,2018-2019 Maha.csv,Maha,2018-2019
ANURADHAPURA,53254.0,45673.0,10886.0,109813.0,53188.0,45386.0,10680.0,109254.0,5889.0,5142.0,4207.0,5414.0,87851.0,475637.0,2018-2019 Maha.csv,Maha,2018-2019
POLONNARUWA,56720.0,6831.0,2419.0,65970.0,56679.0,6827.0,1682.0,65188.0,5083.0,5067.0,4840.0,5075.0,57666.0,292645.0,2018-2019 Maha.csv,Maha,2018-2019
BADULLA,10757.0,9572.0,5341.0,25670.0,10755.0,9534.0,5326.0,25615.0,5030.0,4545.0,4350.0,4708.0,21773.0,102511.0,2018-2019 Maha.csv,Maha,2018-2019
MONARAGALA,8893.0,10615.0,16536.0,36044.0,7050.0,9073.0,10057.0,26180.0,6515.0,4768.0,3915.0,4911.0,25656.0,125995.0,2018-2019 Maha.csv,Maha,2018-2019
RATNAPURA,3809.0,5029.0,2337.0,11175.0,3804.0,5022.0,2333.0,11159.0,5728.0,4290.0,3850.0,4688.0,9486.0,44475.0,2018-2019 Maha.csv,Maha,2018-2019
KEGALLE,0.0,1776.0,4114.0,5890.0,0.0,1776.0,4114.0,5890.0,0.0,4551.0,4794.0,4721.0,5517.0,26045.0,2018-2019 Maha.csv,Maha,2018-2019
COLOMBO,103.0,129.0,660.0,892.0,91.0,120.0,577.0,788.0,3534.0,3628.0,2872.0,3064.0,670.0,2054.0,2019 Yala.csv,Yala,2019
GAMPAHA,1341.0,1917.0,2242.0,5500.0,738.0,1496.0,1949.0,4183.0,4031.0,2957.0,3178.0,3250.0,3556.0,11555.0,2019 Yala.csv,Yala,2019
KALUTARA,98.0,817.0,4161.0,5076.0,98.0,762.0,3882.0,4742.0,3075.0,2926.0,2838.0,2857.0,4375.0,12502.0,2019 Yala.csv,Yala,2019
KANDY,3647.0,1488.0,723.0,5858.0,3647.0,1465.0,705.0,5817.0,3428.0,3060.0,3953.0,3399.0,4599.0,15632.0,2019 Yala.csv,Yala,2019
MATALE,3390.0,990.0,241.0,4621.0,3366.0,922.0,204.0,4492.0,5524.0,4572.0,3996.0,5259.0,4040.0,21247.0,2019 Yala.csv,Yala,2019
NUWARAELIYA,263.0,1224.0,0.0,1487.0,263.0,1224.0,0.0,1487.0,2390.0,2784.0,0.0,2715.0,838.0,2274.0,2019 Yala.csv,Yala,2019
GALLE,20.0,537.0,2776.0,3333.0,15.0,380.0,2275.0,2670.0,2672.0,3199.0,2983.0,3012.0,2090.0,6295.0,2019 Yala.csv,Yala,2019
MATARA,3876.0,2804.0,4626.0,11306.0,2806.0,2098.0,3846.0,8750.0,3577.0,3048.0,3100.0,3240.0,6908.0,22383.0,2019 Yala.csv,Yala,2019
HAMBANTOTA,27955.0,3974.0,773.0,32702.0,27645.0,3858.0,692.0,32195.0,5877.0,5019.0,3632.0,5726.0,28129.0,161070.0,2019 Yala.csv,Yala,2019
JAFFNA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019 Yala.csv,Yala,2019
MANNAR,909.0,16.0,0.0,925.0,902.0,13.0,0.0,915.0,5527.0,4634.0,0.0,5514.0,873.0,4815.0,2019 Yala.csv,Yala,2019
VAVUNIYA,1514.0,850.0,0.0,2364.0,1509.0,809.0,0.0,2318.0,5662.0,4807.0,0.0,5363.0,2187.0,11730.0,2019 Yala.csv,Yala,2019
MULATIVU,4581.0,713.0,0.0,5294.0,4581.0,681.0,0.0,5262.0,5116.0,4846.0,0.0,5081.0,4965.0,25228.0,2019 Yala.csv,Yala,2019
KILLINOCHCHI,9469.0,112.0,0.0,9581.0,9469.0,112.0,0.0,9581.0,5183.0,5159.0,0.0,5183.0,8502.0,44063.0,2019 Yala.csv,Yala,2019
BATTICALOA,20773.0,4673.0,1998.0,27444.0,18847.0,3832.0,1826.0,24505.0,3568.0,4538.0,3067.0,3683.0,21627.0,79649.0,2019 Yala.csv,Yala,2019
AMPARA,53948.0,1855.0,252.0,56055.0,53349.0,1524.0,244.0,55117.0,5407.0,4559.0,3989.0,5377.0,52675.0,283226.0,2019 Yala.csv,Yala,2019
TRINCOMALEE,15252.0,3123.0,0.0,18375.0,15252.0,2847.0,0.0,18099.0,5194.0,3823.0,0.0,4978.0,16814.0,83700.0,2019 Yala.csv,Yala,2019
KURUNEGALA,9591.0,15801.0,13756.0,39148.0,9252.0,12749.0,8763.0,30764.0,4716.0,4073.0,3191.0,4015.0,30763.0,123518.0,2019 Yala.csv,Yala,2019
PUTTALAM,5002.0,2864.0,594.0,8460.0,4624.0,2091.0,446.0,7161.0,5632.0,2292.0,2771.0,4479.0,6087.0,27262.0,2019 Yala.csv,Yala,2019
ANURADHAPURA,18936.0,14458.0,18.0,33412.0,18236.0,13837.0,18.0,32091.0,5271.0,4920.0,3870.0,5119.0,25805.0,132103.0,2019 Yala.csv,Yala,2019
POLONNARUWA,56471.0,5153.0,0.0,61624.0,56419.0,5010.0,0.0,61429.0,5522.0,5392.0,0.0,5511.0,54340.0,299468.0,2019 Yala.csv,Yala,2019
BADULLA,8072.0,3171.0,27.0,11270.0,7845.0,3116.0,27.0,10988.0,5471.0,4262.0,2152.0,5120.0,9340.0,47817.0,2019 Yala.csv,Yala,2019
MONARAGALA,7786.0,5940.0,420.0,14146.0,7478.0,5356.0,353.0,13187.0,5549.0,4670.0,2936.0,5122.0,12924.0,66200.0,2019 Yala.csv,Yala,2019
RATNAPURA,3585.0,3159.0,605.0,7349.0,3567.0,3065.0,552.0,7184.0,5665.0,4177.0,3106.0,4834.0,6106.0,29516.0,2019 Yala.csv,Yala,2019
KEGALLE,0.0,728.0,1956.0,2684.0,0.0,638.0,1647.0,2285.0,0.0,3015.0,2831.0,2882.0,2140.0,6168.0,2019 Yala.csv,Yala,2019
COLOMBO,256.0,558.0,2050.0,2864.0,256.0,558.0,2050.0,2864.0,3699.0,3496.0,3506.0,3521.0,2434.0,8571.0,2019-2020 Maha.csv,Maha,2019-2020
GAMPAHA,1544.0,3277.0,4893.0,9714.0,1461.0,3231.0,4871.0,9563.0,4423.0,4156.0,4240.0,4240.0,8128.0,34460.0,2019-2020 Maha.csv,Maha,2019-2020
KALUTARA,107.0,1304.0,8145.0,9556.0,107.0,1303.0,8080.0,9490.0,3644.0,3523.0,3660.0,3641.0,8756.0,31876.0,2019-2020 Maha.csv,Maha,2019-2020
KANDY,4201.0,4797.0,2006.0,11004.0,4200.0,4793.0,2000.0,10993.0,5777.0,3229.0,4432.0,4422.0,8694.0,38440.0,2019-2020 Maha.csv,Maha,2019-2020
MATALE,6877.0,7076.0,4505.0,18458.0,6846.0,7044.0,4496.0,18386.0,5415.0,5162.0,5406.0,5316.0,16534.0,87897.0,2019-2020 Maha.csv,Maha,2019-2020
NUWARAELIYA,420.0,1310.0,5.0,1735.0,420.0,1310.0,5.0,1735.0,3605.0,3607.0,4034.0,3608.0,977.0,3525.0,2019-2020 Maha.csv,Maha,2019-2020
GALLE,205.0,1448.0,6296.0,7949.0,205.0,1448.0,6286.0,7939.0,4000.0,3845.0,4011.0,3980.0,6213.0,24728.0,2019-2020 Maha.csv,Maha,2019-2020
MATARA,3898.0,2767.0,5081.0,11746.0,3855.0,2697.0,5044.0,11596.0,4628.0,3553.0,3498.0,3886.0,9155.0,35581.0,2019-2020 Maha.csv,Maha,2019-2020
HAMBANTOTA,28003.0,5827.0,1148.0,34978.0,27970.0,5821.0,1142.0,34933.0,6568.0,5478.0,3992.0,6302.0,30521.0,192353.0,2019-2020 Maha.csv,Maha,2019-2020
JAFFNA,0.0,0.0,10445.0,10445.0,0.0,0.0,10291.0,10291.0,0.0,0.0,3628.0,3628.0,9132.0,33135.0,2019-2020 Maha.csv,Maha,2019-2020
MANNAR,15289.0,3999.0,79.0,19367.0,15289.0,3999.0,79.0,19367.0,4880.0,4651.0,3447.0,4827.0,18492.0,89263.0,2019-2020 Maha.csv,Maha,2019-2020
VAVUNIYA,4366.0,12406.0,2469.0,19241.0,4360.0,12292.0,2465.0,19117.0,4699.0,5034.0,4982.0,4951.0,18036.0,89294.0,2019-2020 Maha.csv,Maha,2019-2020
MULATIVU,7579.0,4355.0,6325.0,18259.0,7579.0,4355.0,6325.0,18259.0,4711.0,4806.0,4452.0,4644.0,17228.0,80008.0,2019-2020 Maha.csv,Maha,2019-2020
KILLINOCHCHI,12088.0,553.0,14524.0,27165.0,12088.0,553.0,14524.0,27165.0,3778.0,3329.0,4505.0,4158.0,24106.0,100224.0,2019-2020 Maha.csv,Maha,2019-2020
BATTICALOA,24476.0,3811.0,38709.0,66996.0,20161.0,3518.0,37565.0,61244.0,3824.0,4059.0,3735.0,3783.0,54055.0,204489.0,2019-2020 Maha.csv,Maha,2019-2020
AMPARA,59732.0,4448.0,15237.0,79417.0,58060.0,4123.0,14611.0,76794.0,4986.0,3965.0,4107.0,4764.0,73392.0,349626.0,2019-2020 Maha.csv,Maha,2019-2020
TRINCOMALEE,20399.0,6887.0,10999.0,38285.0,20399.0,6887.0,10999.0,38285.0,4752.0,4418.0,3647.0,4375.0,35567.0,155592.0,2019-2020 Maha.csv,Maha,2019-2020
KURUNEGALA,17945.0,37748.0,26785.0,82478.0,17871.0,37501.0,26639.0,82011.0,5733.0,4748.0,4036.0,4732.0,82011.0,388043.0,2019-2020 Maha.csv,Maha,2019-2020
PUTTALAM,7905.0,11022.0,1637.0,20564.0,7359.0,10718.0,1511.0,19588.0,4711.0,4629.0,4526.0,4652.0,16649.0,77449.0,2019-2020 Maha.csv,Maha,2019-2020
ANURADHAPURA,54056.0,52287.0,12559.0,118902.0,53756.0,52058.0,12514.0,118328.0,6215.0,5118.0,4716.0,5574.0,95148.0,530356.0,2019-2020 Maha.csv,Maha,2019-2020
POLONNARUWA,56959.0,7431.0,2626.0,67016.0,56734.0,7326.0,2534.0,66594.0,5341.0,6272.0,4305.0,5404.0,58909.0,318352.0,2019-2020 Maha.csv,Maha,2019-2020
BADULLA,10572.0,9730.0,5339.0,25641.0,10572.0,9730.0,5339.0,25641.0,4501.0,4532.0,3986.0,4405.0,21795.0,96017.0,2019-2020 Maha.csv,Maha,2019-2020
MONARAGALA,8963.0,10888.0,14505.0,34356.0,8619.0,10721.0,14313.0,33653.0,6324.0,4688.0,3955.0,4796.0,32981.0,158159.0,2019-2020 Maha.csv,Maha,2019-2020
RATNAPURA,3904.0,4716.0,2136.0,10756.0,3902.0,4708.0,2127.0,10737.0,6096.0,4781.0,3964.0,5097.0,9127.0,46521.0,2019-2020 Maha.csv,Maha,2019-2020
KEGALLE,0.0,1559.0,3797.0,5356.0,0.0,1553.0,3785.0,5338.0,0.0,4167.0,4718.0,4558.0,5001.0,22793.0,2019-2020 Maha.csv,Maha,2019-2020
COLOMBO,319.0,586.0,2314.0,3219.0,319.0,586.0,2314.0,3219.0,3060.0,4134.0,3095.0,3281.0,2736.0,8976.0,2020 Yala.csv,Yala,2020
GAMPAHA,1768.0,3545.0,5131.0,10444.0,1655.0,3429.0,4916.0,10000.0,3980.0,3491.0,3233.0,3445.0,8500.0,29283.0,2020 Yala.csv,Yala,2020
KALUTARA,167.0,1588.0,9898.0,11653.0,167.0,1571.0,9854.0,11592.0,3643.0,3175.0,3409.0,3380.0,10694.0,36149.0,2020 Yala.csv,Yala,2020
KANDY,3703.0,3059.0,2075.0,8837.0,3700.0,3047.0,2056.0,8803.0,5370.0,3046.0,3374.0,4099.0,6961.0,28536.0,2020 Yala.csv,Yala,2020
MATALE,5076.0,2759.0,386.0,8221.0,5076.0,2751.0,382.0,8209.0,5396.0,4487.0,4169.0,5034.0,7382.0,37161.0,2020 Yala.csv,Yala,2020
NUWARAELIYA,824.0,3579.0,3.0,4406.0,824.0,3579.0,3.0,4406.0,6174.0,4131.0,2439.0,4512.0,2483.0,11201.0,2020 Yala.csv,Yala,2020
GALLE,299.0,2080.0,9172.0,11551.0,293.0,1949.0,8673.0,10915.0,2221.0,3050.0,2810.0,2837.0,8542.0,24233.0,2020 Yala.csv,Yala,2020
MATARA,4348.0,3282.0,6283.0,13913.0,4168.0,3213.0,6118.0,13499.0,3855.0,3491.0,3425.0,3573.0,10658.0,38084.0,2020 Yala.csv,Yala,2020
HAMBANTOTA,28626.0,4574.0,967.0,34167.0,28624.0,4570.0,967.0,34161.0,6207.0,5132.0,3474.0,5986.0,29846.0,178647.0,2020 Yala.csv,Yala,2020
JAFFNA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020 Yala.csv,Yala,2020
MANNAR,1594.0,16.0,0.0,1610.0,1594.0,16.0,0.0,1610.0,5390.0,3543.0,0.0,5372.0,1537.0,8259.0,2020 Yala.csv,Yala,2020
VAVUNIYA,392.0,1077.0,4.0,1473.0,392.0,1076.0,4.0,1472.0,6294.0,5246.0,3124.0,5520.0,1388.0,7663.0,2020 Yala.csv,Yala,2020
MULATIVU,4392.0,1069.0,0.0,5461.0,4392.0,1069.0,0.0,5461.0,5312.0,4468.0,0.0,5147.0,5152.0,26514.0,2020 Yala.csv,Yala,2020
KILLINOCHCHI,9963.0,71.0,0.0,10034.0,9963.0,71.0,0.0,10034.0,5268.0,2695.0,0.0,5250.0,8904.0,46742.0,2020 Yala.csv,Yala,2020
BATTICALOA,22466.0,4491.0,1998.0,28955.0,22466.0,4479.0,1998.0,28943.0,4523.0,4794.0,4774.0,4582.0,25545.0,117059.0,2020 Yala.csv,Yala,2020
AMPARA,58634.0,2253.0,408.0,61295.0,58169.0,2131.0,408.0,60708.0,5017.0,4843.0,3796.0,5003.0,58018.0,290263.0,2020 Yala.csv,Yala,2020
TRINCOMALEE,18500.0,3344.0,268.0,22112.0,18500.0,3344.0,268.0,22112.0,5475.0,4304.0,3010.0,5268.0,20542.0,108222.0,2020 Yala.csv,Yala,2020
KURUNEGALA,13933.0,25135.0,19059.0,58127.0,13894.0,24293.0,18344.0,56531.0,4954.0,4348.0,4039.0,4397.0,56531.0,248546.0,2020 Yala.csv,Yala,2020
PUTTALAM,7067.0,7094.0,1021.0,15182.0,6970.0,6505.0,788.0,14263.0,4818.0,3934.0,3526.0,4343.0,12123.0,52656.0,2020 Yala.csv,Yala,2020
ANURADHAPURA,28235.0,10721.0,378.0,39334.0,28198.0,10685.0,375.0,39258.0,5181.0,4326.0,3828.0,4936.0,31567.0,155805.0,2020 Yala.csv,Yala,2020
