District,Major_Schemes_Sown,Minor_Schemes_Sown,Rainfed_Sown,All_Schemes_Sown,Major_Schemes_Harvested,Minor_Schemes_Harvested,Rainfed_Harvested,All_Schemes_Harvested,Major_Schemes_Yield,Minor_Schemes_Yield,Rainfed_Yield,Average_Yield,Nett_Extent_Harvested,Total_Production,Source_File,Season,Year
GAMPAHA,1826.0,3116.0,7592.0,12534.0,1822.0,3097.0,7545.0,12464.0,3506.0,3455.0,3436.0,3451.0,10595.0,36560.0,2009-2010 Maha.csv,Maha,2009-2010
KALUTARA,133.0,2206.0,13030.0,15369.0,133.0,2194.0,12963.0,15289.0,3425.0,3373.0,3178.0,3208.0,14105.0,45245.0,2009-2010 Maha.csv,Maha,2009-2010
GALLE,0.0,151.0,17005.0,17156.0,0.0,151.0,16991.0,17142.0,0.0,4356.0,3276.0,3286.0,13415.0,44078.0,2009-2010 Maha.csv,Maha,2009-2010
MATARA,3703.0,3303.0,8902.0,15908.0,3653.0,3298.0,8861.0,15811.0,3993.0,3604.0,3510.0,3641.0,12483.0,45455.0,2009-2010 Maha.csv,Maha,2009-2010
RATNAPURA,2102.0,7171.0,4213.0,13485.0,2102.0,7171.0,4213.0,13485.0,4559.0,3124.0,3030.0,3318.0,11463.0,38034.0,2009-2010 Maha.csv,Maha,2009-2010
KEGALLE,0.0,2706.0,5631.0,8337.0,0.0,2704.0,5628.0,8331.0,0.0,3804.0,3785.0,3791.0,7805.0,29589.0,2009-2010 Maha.csv,Maha,2009-2010
KURUNEGALA,11735.0,28540.0,28483.0,68758.0,11735.0,28190.0,28098.0,68023.0,4838.0,4026.0,3704.0,4033.0,68023.0,274343.0,2009-2010 Maha.csv,Maha,2009-2010
PUTTALAM,3984.0,8380.0,2051.0,14415.0,3945.0,8299.0,1991.0,14236.0,4456.0,3866.0,3462.0,3973.0,12100.0,48075.0,2009-2010 Maha.csv,Maha,2009-2010
KANDY,4138.0,5754.0,3945.0,13837.0,4138.0,5751.0,3936.0,13826.0,4314.0,3109.0,3112.0,3470.0,10934.0,37943.0,2009-2010 Maha.csv,Maha,2009-2010
MATALE,6375.0,9025.0,4848.0,20248.0,6294.0,8962.0,4832.0,20088.0,5034.0,4046.0,4619.0,4494.0,18065.0,81175.0,2009-2010 Maha.csv,Maha,2009-2010
NUWARAELIYA,1119.0,4265.0,202.0,5586.0,1119.0,4263.0,202.0,5583.0,4217.0,4113.0,4113.0,4134.0,3146.0,13007.0,2009-2010 Maha.csv,Maha,2009-2010
BADULLA,10903.0,10302.0,5819.0,27023.0,10897.0,10289.0,5802.0,26988.0,5081.0,4069.0,3356.0,4324.0,22940.0,99203.0,2009-2010 Maha.csv,Maha,2009-2010
MONARAGALA,9659.0,8406.0,9294.0,27360.0,9659.0,8406.0,9294.0,27360.0,5218.0,4159.0,3807.0,4413.0,26812.0,118331.0,2009-2010 Maha.csv,Maha,2009-2010
JAFFNA,0.0,0.0,8948.0,8948.0,0.0,0.0,8703.0,8703.0,0.0,0.0,2605.0,2605.0,7723.0,20117.0,2009-2010 Maha.csv,Maha,2009-2010
KILLINOCHCHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-2010 Maha.csv,Maha,2009-2010
VAVUNIYA,1634.0,2868.0,328.0,4830.0,1633.0,2868.0,328.0,4830.0,5275.0,5362.0,5873.0,5367.0,4557.0,24457.0,2009-2010 Maha.csv,Maha,2009-2010
MULATIVU,883.0,1298.0,0.0,2180.0,846.0,1298.0,0.0,2144.0,5316.0,5316.0,0.0,5316.0,2023.0,10753.0,2009-2010 Maha.csv,Maha,2009-2010
MANNAR,7412.0,681.0,0.0,8093.0,7412.0,681.0,0.0,8093.0,5403.0,5403.0,0.0,5403.0,7727.0,41755.0,2009-2010 Maha.csv,Maha,2009-2010
ANURADHAPURA,29894.0,43667.0,7901.0,81463.0,29874.0,43358.0,7831.0,81063.0,5357.0,4786.0,4030.0,4924.0,65183.0,320937.0,2009-2010 Maha.csv,Maha,2009-2010
POLONNARUWA,55804.0,2883.0,1626.0,60312.0,55800.0,2876.0,1625.0,60301.0,5414.0,4681.0,3820.0,5336.0,53342.0,284628.0,2009-2010 Maha.csv,Maha,2009-2010
TRINCOMALEE,15253.0,4759.0,6524.0,26535.0,15238.0,4759.0,6524.0,26521.0,4595.0,4340.0,3712.0,4332.0,24638.0,106727.0,2009-2010 Maha.csv,Maha,2009-2010
BATTICALOA,21619.0,2465.0,30771.0,54855.0,21095.0,2463.0,30771.0,54329.0,4233.0,4104.0,3886.0,4031.0,47951.0,193274.0,2009-2010 Maha.csv,Maha,2009-2010
AMPARA,59285.0,2301.0,8275.0,69861.0,59265.0,2301.0,8275.0,69840.0,5563.0,4490.0,4210.0,5368.0,66746.0,358274.0,2009-2010 Maha.csv,Maha,2009-2010
HAMBANTOTA,19724.0,4774.0,1600.0,26098.0,19641.0,4772.0,1599.0,26012.0,5465.0,4401.0,4052.0,5183.0,22726.0,117793.0,2009-2010 Maha.csv,Maha,2009-2010
UDA_WALAWE,13068.0,0.0,0.0,13068.0,13068.0,0.0,0.0,13068.0,6275.0,0.0,0.0,6275.0,12807.0,80361.0,2009-2010 Maha.csv,Maha,2009-2010
MAHAWELI_H,25012.0,0.0,0.0,25012.0,25012.0,0.0,0.0,25012.0,6476.0,0.0,0.0,6476.0,22431.0,145263.0,2009-2010 Maha.csv,Maha,2009-2010
COLOMBO,510.0,79.0,2067.0,2656.0,79.0,510.0,2067.0,2656.0,3523.0,3769.0,3059.0,3209.0,2258.0,7244.0,2010 Yala.csv,Yala,2010
GAMPAHA,2196.0,1636.0,3996.0,7828.0,1634.0,2187.0,3989.0,7810.0,3994.0,3529.0,3648.0,3687.0,6638.0,24475.0,2010 Yala.csv,Yala,2010
KALUTARA,1879.0,133.0,10014.0,12025.0,131.0,1874.0,9930.0,11935.0,2248.0,2842.0,2657.0,2682.0,11010.0,29527.0,2010 Yala.csv,Yala,2010
GALLE,55.0,85.0,11593.0,11732.0,85.0,54.0,11546.0,11685.0,3509.0,3398.0,2937.0,2943.0,9144.0,26912.0,2010 Yala.csv,Yala,2010
MATARA,3278.0,3700.0,8596.0,15574.0,3683.0,3237.0,8547.0,15467.0,3823.0,3263.0,3297.0,3415.0,12211.0,41703.0,2010 Yala.csv,Yala,2010
RATNAPURA,6299.0,2148.0,3017.0,11463.0,2147.0,6290.0,3011.0,11449.0,4795.0,3149.0,2475.0,3280.0,9731.0,31922.0,2010 Yala.csv,Yala,2010
KEGALLE,2322.0,0.0,4894.0,7216.0,0.0,2321.0,4889.0,7209.0,0.0,2923.0,2810.0,2846.0,6754.0,19222.0,2010 Yala.csv,Yala,2010
KURUNEGALA,23836.0,9160.0,23685.0,56682.0,9160.0,23664.0,23562.0,56386.0,4305.0,4083.0,3782.0,3993.0,56386.0,225159.0,2010 Yala.csv,Yala,2010
PUTTALAM,4962.0,4270.0,1344.0,10576.0,3962.0,4395.0,1079.0,9436.0,3700.0,3396.0,3773.0,3567.0,8021.0,28608.0,2010 Yala.csv,Yala,2010
KANDY,3419.0,3725.0,2978.0,10121.0,3725.0,3409.0,2969.0,10103.0,4187.0,3166.0,3250.0,3567.0,7989.0,28502.0,2010 Yala.csv,Yala,2010
MATALE,4815.0,5227.0,677.0,10719.0,5227.0,4815.0,676.0,10718.0,4993.0,3690.0,3163.0,4292.0,9639.0,41370.0,2010 Yala.csv,Yala,2010
NUWARAELIYA,2292.0,673.0,65.0,3030.0,673.0,2223.0,64.0,2960.0,4474.0,4456.0,2604.0,4420.0,1668.0,7373.0,2010 Yala.csv,Yala,2010
BADULLA,4571.0,8019.0,75.0,12665.0,8019.0,4571.0,75.0,12665.0,5016.0,3558.0,3279.0,4480.0,10765.0,48224.0,2010 Yala.csv,Yala,2010
MONARAGALA,6067.0,6797.0,1152.0,14016.0,6795.0,6009.0,1079.0,13884.0,5093.0,3537.0,2392.0,4210.0,13606.0,57277.0,2010 Yala.csv,Yala,2010
JAFFNA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010 Yala.csv,Yala,2010
KILLINOCHCHI,23.0,1445.0,0.0,1468.0,1445.0,23.0,0.0,1468.0,2581.0,2465.0,0.0,2579.0,1303.0,3360.0,2010 Yala.csv,Yala,2010
VAVUNIYA,332.0,502.0,0.0,834.0,502.0,325.0,0.0,827.0,5014.0,4277.0,0.0,4724.0,780.0,3685.0,2010 Yala.csv,Yala,2010
MULATIVU,111.0,1072.0,0.0,1183.0,1050.0,100.0,0.0,1150.0,3888.0,3764.0,0.0,3877.0,1085.0,4207.0,2010 Yala.csv,Yala,2010
MANNAR,0.0,600.0,0.0,600.0,600.0,0.0,0.0,600.0,3909.0,0.0,0.0,3909.0,573.0,2240.0,2010 Yala.csv,Yala,2010
ANURADHAPURA,8590.0,14204.0,92.0,22887.0,14199.0,8516.0,92.0,22808.0,5140.0,4477.0,3766.0,4887.0,18340.0,89625.0,2010 Yala.csv,Yala,2010
POLONNARUWA,2395.0,55906.0,0.0,58301.0,55906.0,2395.0,0.0,58300.0,5121.0,4474.0,0.0,5095.0,51572.0,262738.0,2010 Yala.csv,Yala,2010
TRINCOMALEE,1086.0,12030.0,0.0,13116.0,12013.0,1046.0,0.0,13059.0,4869.0,4670.0,0.0,4853.0,12132.0,58879.0,2010 Yala.csv,Yala,2010
BATTICALOA,2580.0,17999.0,322.0,20901.0,17992.0,2580.0,322.0,20894.0,4051.0,3725.0,3869.0,4008.0,18441.0,73906.0,2010 Yala.csv,Yala,2010
AMPARA,1656.0,57516.0,83.0,59255.0,57457.0,1656.0,83.0,59196.0,4903.0,3996.0,4408.0,4877.0,56574.0,275913.0,2010 Yala.csv,Yala,2010
HAMBANTOTA,3539.0,19460.0,1256.0,24255.0,19460.0,3529.0,1255.0,24244.0,5338.0,4373.0,3730.0,5114.0,21182.0,108332.0,2010 Yala.csv,Yala,2010
UDA_WALAWE,0.0,14317.0,0.0,14317.0,14317.0,0.0,0.0,14317.0,6526.0,0.0,0.0,6526.0,14030.0,91555.0,2010 Yala.csv,Yala,2010
MAHAWELI_H,0.0,15824.0,0.0,15824.0,15824.0,0.0,0.0,15824.0,5574.0,0.0,0.0,5574.0,14191.0,79097.0,2010 Yala.csv,Yala,2010
COLOMBO,102.0,972.0,3577.0,4651.0,100.0,967.0,3558.0,4625.0,3070.0,2684.0,2702.0,2706.0,3931.0,10639.0,2010-2011 Maha.csv,Maha,2010-2011
GAMPAHA,1928.0,3298.0,7814.0,13041.0,1924.0,3295.0,7812.0,13032.0,3401.0,3221.0,2910.0,3061.0,11077.0,33905.0,2010-2011 Maha.csv,Maha,2010-2011
KALUTARA,130.0,2167.0,12727.0,15024.0,130.0,2151.0,12723.0,15005.0,3098.0,3020.0,2898.0,2917.0,13842.0,40382.0,2010-2011 Maha.csv,Maha,2010-2011
KANDY,4164.0,5738.0,3926.0,13828.0,4155.0,5508.0,3193.0,12856.0,3699.0,3106.0,2394.0,3121.0,10167.0,31730.0,2010-2011 Maha.csv,Maha,2010-2011
MATALE,6360.0,8664.0,4790.0,19814.0,6321.0,8488.0,4756.0,19565.0,4204.0,3216.0,3477.0,3599.0,17595.0,63319.0,2010-2011 Maha.csv,Maha,2010-2011
NUWARAELIYA,1100.0,4287.0,197.0,5584.0,1100.0,4276.0,196.0,5572.0,4094.0,3786.0,3786.0,3847.0,3140.0,12077.0,2010-2011 Maha.csv,Maha,2010-2011
GALLE,88.0,142.0,16466.0,16697.0,88.0,142.0,16442.0,16673.0,3888.0,3888.0,2955.0,2968.0,13048.0,38731.0,2010-2011 Maha.csv,Maha,2010-2011
MATARA,3725.0,3301.0,8899.0,15925.0,3203.0,3160.0,8152.0,14515.0,3737.0,3417.0,3393.0,3474.0,11460.0,39811.0,2010-2011 Maha.csv,Maha,2010-2011
HAMBANTOTA,29686.0,4789.0,1609.0,36084.0,29487.0,4449.0,1524.0,35460.0,6120.0,4175.0,3818.0,5779.0,30982.0,179043.0,2010-2011 Maha.csv,Maha,2010-2011
JAFFNA,0.0,0.0,9221.0,9221.0,0.0,0.0,8636.0,8636.0,0.0,0.0,2659.0,2659.0,7664.0,20381.0,2010-2011 Maha.csv,Maha,2010-2011
KILLINOCHCHI,11670.0,597.0,7957.0,20224.0,6232.0,510.0,5462.0,12204.0,3106.0,2992.0,2553.0,2854.0,10830.0,30907.0,2010-2011 Maha.csv,Maha,2010-2011
MANNAR,9882.0,1766.0,45.0,11693.0,9289.0,1660.0,43.0,10992.0,4157.0,3158.0,2788.0,4001.0,10495.0,41990.0,2010-2011 Maha.csv,Maha,2010-2011
VAVUNIYA,3632.0,9445.0,612.0,13689.0,3144.0,8876.0,571.0,12591.0,4359.0,4095.0,3616.0,4139.0,11880.0,49171.0,2010-2011 Maha.csv,Maha,2010-2011
MULATIVU,3681.0,4112.0,2960.0,10753.0,2157.0,2855.0,1765.0,6778.0,2472.0,2450.0,2444.0,2456.0,6395.0,15703.0,2010-2011 Maha.csv,Maha,2010-2011
BATTICALOA,22439.0,2415.0,34665.0,59520.0,7049.0,45.0,7330.0,14424.0,2345.0,2485.0,2450.0,2399.0,12731.0,30539.0,2010-2011 Maha.csv,Maha,2010-2011
AMPARA,59170.0,2514.0,9136.0,70819.0,33549.0,1243.0,4890.0,39682.0,3516.0,2386.0,2321.0,3333.0,37924.0,126409.0,2010-2011 Maha.csv,Maha,2010-2011
TRINCOMALEE,17484.0,5615.0,7231.0,30331.0,14109.0,4615.0,4467.0,23191.0,2444.0,2364.0,2235.0,2388.0,21544.0,51451.0,2010-2011 Maha.csv,Maha,2010-2011
KURUNEGALA,15652.0,35592.0,30020.0,81263.0,15474.0,35137.0,29596.0,80206.0,3581.0,3324.0,3177.0,3319.0,80206.0,266234.0,2010-2011 Maha.csv,Maha,2010-2011
PUTTALAM,7489.0,10493.0,2271.0,20253.0,7004.0,10198.0,2171.0,19373.0,3951.0,3495.0,3331.0,3641.0,16467.0,59959.0,2010-2011 Maha.csv,Maha,2010-2011
ANURADHAPURA,54339.0,48752.0,10022.0,113113.0,51813.0,45176.0,8599.0,105587.0,4998.0,4071.0,3281.0,4463.0,84903.0,378939.0,2010-2011 Maha.csv,Maha,2010-2011
POLONNARUWA,60379.0,2819.0,2198.0,65396.0,55404.0,2600.0,2142.0,60145.0,3892.0,3704.0,2399.0,3831.0,53204.0,203822.0,2010-2011 Maha.csv,Maha,2010-2011
BADULLA,11075.0,10742.0,5915.0,27733.0,10651.0,10758.0,5766.0,27175.0,3636.0,3407.0,2594.0,3324.0,23099.0,76787.0,2010-2011 Maha.csv,Maha,2010-2011
MONARAGALA,9589.0,9269.0,11729.0,30587.0,9580.0,9236.0,11729.0,30544.0,5379.0,3946.0,3111.0,4077.0,29934.0,122027.0,2010-2011 Maha.csv,Maha,2010-2011
RATNAPURA,5014.0,7379.0,4202.0,16595.0,5014.0,7256.0,4191.0,16461.0,5231.0,2753.0,2795.0,3519.0,13992.0,49242.0,2010-2011 Maha.csv,Maha,2010-2011
KEGALLE,0.0,2689.0,5523.0,8212.0,0.0,2688.0,5511.0,8199.0,0.0,3622.0,2686.0,2993.0,7681.0,22985.0,2010-2011 Maha.csv,Maha,2010-2011
COLOMBO,81.0,440.0,1857.0,2378.0,80.0,434.0,1829.0,2343.0,3441.0,3364.0,2893.0,2999.0,1991.0,5970.0,2011 Yala.csv,Yala,2011
GAMPAHA,1477.0,1455.0,2529.0,5461.0,1471.0,1453.0,2525.0,5449.0,3802.0,3488.0,3148.0,3415.0,4632.0,15820.0,2011 Yala.csv,Yala,2011
KALUTARA,113.0,1808.0,9578.0,11499.0,113.0,1781.0,9500.0,11394.0,2596.0,2451.0,2424.0,2430.0,10510.0,25538.0,2011 Yala.csv,Yala,2011
KANDY,3714.0,3122.0,2291.0,9127.0,3639.0,3059.0,2245.0,8943.0,4411.0,3492.0,2977.0,3737.0,6999.0,26154.0,2011 Yala.csv,Yala,2011
MATALE,5055.0,4943.0,720.0,10718.0,4984.0,4908.0,715.0,10607.0,4839.0,3689.0,3286.0,4202.0,8374.0,35191.0,2011 Yala.csv,Yala,2011
NUWARAELIYA,666.0,2215.0,65.0,2946.0,662.0,2195.0,64.0,2921.0,4302.0,4209.0,3190.0,4208.0,1645.0,6923.0,2011 Yala.csv,Yala,2011
GALLE,70.0,24.0,10466.0,10560.0,70.0,24.0,10451.0,10545.0,3533.0,3122.0,2919.0,2924.0,8253.0,24130.0,2011 Yala.csv,Yala,2011
MATARA,3574.0,3210.0,8617.0,15401.0,3574.0,3206.0,8592.0,15372.0,3831.0,3275.0,3086.0,3299.0,12137.0,40036.0,2011 Yala.csv,Yala,2011
HAMBANTOTA,19796.0,4176.0,1367.0,25339.0,19753.0,4144.0,1363.0,25260.0,5345.0,4090.0,3633.0,5047.0,22070.0,111387.0,2011 Yala.csv,Yala,2011
JAFFNA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011 Yala.csv,Yala,2011
KILLINOCHCHI,6295.0,223.0,0.0,6518.0,6278.0,223.0,0.0,6501.0,2622.0,2434.0,0.0,2616.0,5769.0,15090.0,2011 Yala.csv,Yala,2011
MANNAR,1767.0,51.0,0.0,1818.0,1749.0,50.0,0.0,1799.0,3873.0,2740.0,0.0,3842.0,1718.0,6601.0,2011 Yala.csv,Yala,2011
VAVUNIYA,1418.0,2845.0,9.0,4272.0,1418.0,2845.0,9.0,4272.0,4752.0,3854.0,3305.0,4151.0,4043.0,16781.0,2011 Yala.csv,Yala,2011
MULATIVU,2656.0,777.0,0.0,3433.0,2603.0,768.0,0.0,3371.0,3720.0,3498.0,0.0,3669.0,3180.0,11668.0,2011 Yala.csv,Yala,2011
BATTICALOA,19516.0,1560.0,623.0,21699.0,19516.0,1560.0,623.0,21699.0,4132.0,3197.0,2940.0,4031.0,19152.0,77196.0,2011 Yala.csv,Yala,2011
AMPARA,59303.0,1709.0,892.0,61904.0,59303.0,1709.0,892.0,61904.0,4919.0,3677.0,3360.0,4863.0,59161.0,287675.0,2011 Yala.csv,Yala,2011
TRINCOMALEE,16504.0,2010.0,0.0,18514.0,16246.0,2010.0,0.0,18256.0,4807.0,3931.0,0.0,4710.0,16960.0,79890.0,2011 Yala.csv,Yala,2011
KURUNEGALA,12108.0,31732.0,24779.0,68619.0,12084.0,31500.0,23874.0,67458.0,4280.0,3860.0,3358.0,3758.0,67458.0,253478.0,2011 Yala.csv,Yala,2011
PUTTALAM,7718.0,8624.0,1179.0,17521.0,7621.0,8432.0,1141.0,17194.0,4133.0,3337.0,3242.0,3684.0,14614.0,53833.0,2011 Yala.csv,Yala,2011
ANURADHAPURA,27980.0,26433.0,58.0,54471.0,27956.0,25929.0,58.0,53943.0,5064.0,4475.0,0.0,4775.0,43375.0,207127.0,2011 Yala.csv,Yala,2011
POLONNARUWA,58810.0,2856.0,0.0,61666.0,58810.0,2795.0,0.0,61605.0,5075.0,4028.0,0.0,5028.0,54496.0,273981.0,2011 Yala.csv,Yala,2011
BADULLA,8414.0,4738.0,27.0,13179.0,8414.0,4708.0,27.0,13149.0,4972.0,3373.0,2785.0,4395.0,11177.0,49123.0,2011 Yala.csv,Yala,2011
MONARAGALA,6714.0,7187.0,1863.0,15764.0,6710.0,7041.0,1805.0,15556.0,4944.0,3719.0,2647.0,4123.0,15245.0,62853.0,2011 Yala.csv,Yala,2011
RATNAPURA,2086.0,6646.0,3002.0,11734.0,2086.0,6218.0,2997.0,11301.0,4807.0,3198.0,2518.0,3315.0,9606.0,31841.0,2011 Yala.csv,Yala,2011
KEGALLE,0.0,2230.0,4794.0,7024.0,0.0,2216.0,4787.0,7003.0,0.0,2956.0,2663.0,2756.0,6560.0,18077.0,2011 Yala.csv,Yala,2011
UDA_WALAWE,13882.0,0.0,0.0,13882.0,13882.0,0.0,0.0,13882.0,6532.0,0.0,0.0,6532.0,11799.0,77075.0,2011 Yala.csv,Yala,2011
MAHAWELI_H,17558.0,0.0,0.0,17558.0,17558.0,0.0,0.0,17558.0,5373.0,0.0,0.0,5373.0,15746.0,84603.0,2011 Yala.csv,Yala,2011
COLOMBO,105.0,2114.0,2398.0,4617.0,105.0,2114.0,2397.0,4616.0,3564.0,3504.0,3450.0,3477.0,3924.0,13644.0,2011-2012 Maha.csv,Maha,2011-2012
GAMPAHA,1530.0,2513.0,6290.0,10333.0,1530.0,2513.0,6290.0,10333.0,3565.0,3479.0,3416.0,3453.0,8783.0,30332.0,2011-2012 Maha.csv,Maha,2011-2012
KALUTARA,115.0,2094.0,11942.0,14151.0,114.0,2094.0,11866.0,14074.0,3518.0,3452.0,3350.0,3367.0,12983.0,43713.0,2011-2012 Maha.csv,Maha,2011-2012
KANDY,4158.0,5522.0,3619.0,13299.0,4158.0,5494.0,3044.0,12697.0,5042.0,3864.0,3530.0,4169.0,10040.0,41863.0,2011-2012 Maha.csv,Maha,2011-2012
MATALE,6234.0,8308.0,4635.0,19177.0,6234.0,8290.0,4561.0,19086.0,4947.0,4117.0,4101.0,4384.0,17164.0,75244.0,2011-2012 Maha.csv,Maha,2011-2012
NUWARAELIYA,1073.0,4212.0,197.0,5482.0,1073.0,4206.0,196.0,5475.0,4227.0,3967.0,3539.0,4002.0,3085.0,12348.0,2011-2012 Maha.csv,Maha,2011-2012
GALLE,88.0,109.0,15771.0,15968.0,88.0,109.0,15720.0,15917.0,3891.0,3766.0,3426.0,3431.0,12457.0,42740.0,2011-2012 Maha.csv,Maha,2011-2012
MATARA,3621.0,3156.0,8419.0,15196.0,3620.0,3153.0,8404.0,15177.0,4028.0,3615.0,3505.0,3653.0,11982.0,43767.0,2011-2012 Maha.csv,Maha,2011-2012
HAMBANTOTA,20546.0,4652.0,1561.0,26759.0,19917.0,4627.0,1557.0,26102.0,5450.0,4546.0,3921.0,5198.0,22805.0,118551.0,2011-2012 Maha.csv,Maha,2011-2012
JAFFNA,0.0,0.0,8755.0,8755.0,0.0,0.0,8668.0,8668.0,0.0,0.0,2680.0,2680.0,7692.0,20611.0,2011-2012 Maha.csv,Maha,2011-2012
KILLINOCHCHI,10207.0,179.0,10490.0,20876.0,10176.0,178.0,10124.0,20478.0,3313.0,3136.0,2803.0,3059.0,18172.0,55591.0,2011-2012 Maha.csv,Maha,2011-2012
MANNAR,11730.0,1667.0,19.0,13416.0,11730.0,1667.0,19.0,13416.0,5012.0,3312.0,2830.0,4798.0,12810.0,61459.0,2011-2012 Maha.csv,Maha,2011-2012
VAVUNIYA,3719.0,10824.0,1451.0,15994.0,3716.0,10664.0,1332.0,15713.0,4461.0,3912.0,3091.0,3972.0,14825.0,58888.0,2011-2012 Maha.csv,Maha,2011-2012
MULATIVU,5546.0,2580.0,1601.0,9727.0,5546.0,2580.0,1593.0,9720.0,3082.0,2904.0,2835.0,2994.0,9171.0,27460.0,2011-2012 Maha.csv,Maha,2011-2012
BATTICALOA,22300.0,2403.0,34767.0,59470.0,22300.0,2288.0,27527.0,52115.0,4130.0,3853.0,3402.0,3733.0,45996.0,171715.0,2011-2012 Maha.csv,Maha,2011-2012
AMPARA,59562.0,2938.0,9377.0,71877.0,59562.0,2938.0,9377.0,71877.0,5284.0,4366.0,3596.0,5026.0,68693.0,345264.0,2011-2012 Maha.csv,Maha,2011-2012
TRINCOMALEE,17198.0,5622.0,7341.0,30161.0,17198.0,5622.0,7341.0,30160.0,4822.0,4630.0,3582.0,4484.0,28019.0,125644.0,2011-2012 Maha.csv,Maha,2011-2012
KURUNEGALA,11019.0,25654.0,25948.0,62621.0,10992.0,24090.0,21636.0,56718.0,4957.0,3805.0,3557.0,3934.0,56718.0,223110.0,2011-2012 Maha.csv,Maha,2011-2012
PUTTALAM,4688.0,6996.0,1497.0,13181.0,4565.0,6366.0,1158.0,12089.0,4548.0,3843.0,3605.0,4087.0,10275.0,41991.0,2011-2012 Maha.csv,Maha,2011-2012
ANURADHAPURA,31168.0,48277.0,9808.0,89253.0,31168.0,48260.0,9437.0,88865.0,5194.0,5044.0,3970.0,4982.0,71456.0,356020.0,2011-2012 Maha.csv,Maha,2011-2012
POLONNARUWA,59426.0,2862.0,2224.0,64512.0,59401.0,2862.0,2224.0,64487.0,5150.0,4624.0,3960.0,5086.0,57045.0,290130.0,2011-2012 Maha.csv,Maha,2011-2012
BADULLA,11043.0,10658.0,5851.0,27552.0,11043.0,10383.0,5794.0,27221.0,5042.0,4337.0,3823.0,4514.0,23138.0,104433.0,2011-2012 Maha.csv,Maha,2011-2012
MONARAGALA,7728.0,9299.0,14958.0,31985.0,7728.0,9299.0,14958.0,31986.0,5210.0,4117.0,3855.0,4258.0,31346.0,133486.0,2011-2012 Maha.csv,Maha,2011-2012
RATNAPURA,2027.0,7025.0,3896.0,12948.0,2027.0,7014.0,3891.0,12933.0,4544.0,3165.0,3117.0,3367.0,10993.0,37011.0,2011-2012 Maha.csv,Maha,2011-2012
KEGALLE,0.0,2415.0,4688.0,7103.0,0.0,2395.0,4657.0,7052.0,0.0,3772.0,3555.0,3629.0,6606.0,23970.0,2011-2012 Maha.csv,Maha,2011-2012
UDAWALAWE,13447.0,0.0,0.0,13447.0,13447.0,0.0,0.0,13447.0,6399.0,0.0,0.0,6399.0,13178.0,84318.0,2011-2012 Maha.csv,Maha,2011-2012
MAHAWELI_H,24215.0,0.0,0.0,24215.0,24215.0,0.0,0.0,24215.0,6155.0,0.0,0.0,6155.0,21716.0,133657.0,2011-2012 Maha.csv,Maha,2011-2012
COLOMBO,187.0,56.0,667.0,910.0,56.0,187.0,663.0,906.0,3196.0,3195.0,2931.0,3002.0,771.0,2314.0,2012 Yala.csv,Yala,2012
GAMPAHA,1056.0,1184.0,1331.0,3571.0,1182.0,1051.0,1325.0,3558.0,3744.0,3148.0,2912.0,3258.0,3024.0,9854.0,2012 Yala.csv,Yala,2012
KALUTARA,1053.0,72.0,6107.0,7232.0,72.0,1053.0,6091.0,7216.0,2693.0,2585.0,2362.0,2398.0,6656.0,15960.0,2012 Yala.csv,Yala,2012
KANDY,2008.0,3053.0,497.0,5558.0,3053.0,1876.0,460.0,5389.0,3942.0,3460.0,2389.0,3642.0,4217.0,15358.0,2012 Yala.csv,Yala,2012
MATALE,2936.0,2100.0,602.0,5638.0,2001.0,2681.0,478.0,5160.0,4442.0,3200.0,3246.0,3686.0,4075.0,15018.0,2012 Yala.csv,Yala,2012
NUWARAELIYA,968.0,159.0,17.0,1144.0,159.0,964.0,16.0,1139.0,3569.0,3014.0,2699.0,3087.0,641.0,1980.0,2012 Yala.csv,Yala,2012
GALLE,6.0,4.0,4202.0,4212.0,4.0,6.0,4167.0,4177.0,3075.0,3075.0,3075.0,3075.0,3269.0,10051.0,2012 Yala.csv,Yala,2012
MATARA,2730.0,3015.0,6731.0,12476.0,3010.0,2728.0,6296.0,12034.0,3602.0,2845.0,2875.0,3050.0,9501.0,28977.0,2012 Yala.csv,Yala,2012
HAMBANTOTA,3726.0,16691.0,986.0,21403.0,16608.0,3255.0,662.0,20525.0,5208.0,3905.0,2642.0,4919.0,17933.0,88203.0,2012 Yala.csv,Yala,2012
JAFFNA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012 Yala.csv,Yala,2012
MANNAR,6.0,2195.0,0.0,2201.0,1850.0,0.0,0.0,1850.0,3759.0,3638.0,0.0,3759.0,1642.0,6171.0,2012 Yala.csv,Yala,2012
VAVUNIYA,417.0,739.0,0.0,1156.0,444.0,300.0,0.0,744.0,3964.0,3527.0,0.0,3788.0,711.0,2692.0,2012 Yala.csv,Yala,2012
